,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,post-QoS,algorithm,QoS,mc_run
378,18,0.5,0.0,18,0.11878180503845215,0,537,537,False,True,jetson,AlexNet,0.4,0.8906090974807739,AGP,0.959606171503125,2
379,19,0.5,0.0,19,0.21145892143249512,0,889,558,False,True,jetson,AlexNet,0.4,0.8442705392837524,AGP,0.959606171503125,2
380,20,1.0,0.5,20,0.2969706058502197,3,716,716,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
381,21,1.0,0.5,21,0.17001962661743164,3,792,792,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
382,22,1.0,0.5,22,0.15970396995544434,3,605,804,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
383,23,1.0,0.5,23,0.1984081268310547,3,940,940,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
384,24,1.0,0.5,24,0.1380147933959961,3,768,768,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
385,25,1.0,0.5,25,0.13171076774597168,3,462,902,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
386,26,1.0,0.5,26,0.11861276626586914,3,692,692,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
387,27,1.0,0.5,27,0.12018513679504395,3,728,728,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
388,28,1.0,0.5,28,0.11374020576477051,3,784,720,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
389,29,1.0,0.5,29,0.12369823455810547,3,617,909,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,2
390,0,1.0,0.0,0,0.26894664764404297,3,98,98,True,True,rpi4-1,MobileNet,0.6666666666666666,0.6988600095113118,Knapsack,0.8098070827125,2
391,1,1.0,0.0,1,0.2328329086303711,3,150,150,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7169168790181477,Knapsack,0.8098070827125,2
392,2,1.0,0.0,2,0.3053727149963379,3,150,150,True,True,rpi4-1,MobileNet,0.6666666666666666,0.6806469758351643,Knapsack,0.8098070827125,2
393,3,1.0,0.0,3,0.3027186393737793,3,267,183,True,True,rpi4-1,MobileNet,0.6666666666666666,0.6819740136464436,Knapsack,0.8098070827125,2
394,4,1.0,0.0,4,0.2015855312347412,3,100,100,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7325405677159627,Knapsack,0.8098070827125,2
395,5,1.0,0.0,5,0.26315879821777344,3,58,58,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7017539342244465,Knapsack,0.8098070827125,2
396,6,1.0,0.0,6,0.24043512344360352,3,311,311,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7131157716115315,Knapsack,0.8098070827125,2
397,7,1.0,0.0,7,0.2538294792175293,3,29,29,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7064185937245686,Knapsack,0.8098070827125,2
398,8,1.0,0.0,8,0.24879097938537598,3,23,23,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7089378436406453,Knapsack,0.8098070827125,2
399,9,1.0,0.0,9,0.26090383529663086,3,234,234,True,True,rpi4-1,MobileNet,0.6666666666666666,0.7028814156850178,Knapsack,0.8098070827125,2
400,10,0.5,0.0,10,0.25057053565979004,3,367,369,False,True,jetson,MobileNet,0.6666666666666666,0.874714732170105,Knapsack,0.9504170827125,2
401,11,0.5,0.0,11,0.2051079273223877,3,382,380,False,True,jetson,MobileNet,0.6666666666666666,0.8974460363388062,Knapsack,0.9504170827125,2
402,12,0.5,0.0,12,0.21660900115966797,3,652,652,False,True,jetson,MobileNet,0.6666666666666666,0.891695499420166,Knapsack,0.9504170827125,2
403,13,0.5,0.0,13,0.16833829879760742,3,814,484,False,True,jetson,MobileNet,0.6666666666666666,0.9158308506011963,Knapsack,0.9504170827125,2
404,14,0.5,0.0,14,0.18924999237060547,3,485,530,False,True,jetson,MobileNet,0.6666666666666666,0.9053750038146973,Knapsack,0.9504170827125,2
405,15,0.5,0.0,15,0.2171316146850586,3,514,514,False,True,jetson,MobileNet,0.6666666666666666,0.8914341926574707,Knapsack,0.9504170827125,2
406,16,0.5,0.0,16,0.2117764949798584,3,862,611,False,True,jetson,MobileNet,0.6666666666666666,0.8941117525100708,Knapsack,0.9504170827125,2
407,17,0.5,0.0,17,0.19199180603027344,3,384,384,False,True,jetson,MobileNet,0.6666666666666666,0.9040040969848633,Knapsack,0.9504170827125,2
408,18,0.5,0.0,18,0.17165279388427734,3,537,537,False,True,jetson,MobileNet,0.6666666666666666,0.9141736030578613,Knapsack,0.9504170827125,2
409,19,0.5,0.0,19,0.18911457061767578,3,558,558,False,True,jetson,MobileNet,0.6666666666666666,0.9054427146911621,Knapsack,0.9504170827125,2
410,20,1.0,0.5,20,0.23788189888000488,3,716,716,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
411,21,1.0,0.5,21,0.22704720497131348,3,792,792,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
412,22,1.0,0.5,22,0.17876029014587402,3,605,804,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
413,23,1.0,0.5,23,0.13553690910339355,3,940,940,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
414,24,1.0,0.5,24,0.16091609001159668,3,768,768,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
415,25,1.0,0.5,25,0.3043367862701416,3,462,902,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
416,26,1.0,0.5,26,0.2237241268157959,3,692,692,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
417,27,1.0,0.5,27,0.18394017219543457,3,728,728,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
418,28,1.0,0.5,28,0.18515753746032715,3,784,720,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
419,29,1.0,0.5,29,0.1284027099609375,3,617,909,True,False,jetson2,MobileNet,0.6666666666666666,0.8333333333333333,Knapsack,0.8098070827125,2
420,0,1.0,0.5,20,0.23544621467590332,3,716,716,True,False,jetson2,MobileNet,0.8333333333333334,0.9166666666666667,Random,0.8098070827125,2
421,1,1.0,0.5,21,0.15578818321228027,5,428,792,True,False,jetson2,SqueezeNet,0.6666666666666666,0.8333333333333333,Random,0.723631531590625,2
422,2,1.0,0.5,22,0.6309680938720703,1,804,804,True,False,jetson2,DenseNet,0.6,0.7345159530639649,Random,0.48297776649687496,2
423,3,1.0,0.5,23,0.8189704418182373,1,940,940,True,False,jetson2,DenseNet,0.6,0.6405147790908814,Random,0.48297776649687496,2
424,4,1.0,0.5,24,0.8183889389038086,1,768,768,True,False,jetson2,DenseNet,0.6,0.6408055305480957,Random,0.48297776649687496,2
425,5,1.0,0.5,25,0.6124939918518066,1,478,902,True,False,jetson2,DenseNet,0.6,0.7437530040740967,Random,0.48297776649687496,2
426,6,1.0,0.5,26,0.30643439292907715,2,692,692,True,False,jetson2,GoogLeNet,0.5,0.75,Random,0.7341957254281251,2
427,7,1.0,0.5,27,0.13342547416687012,3,728,728,True,False,jetson2,MobileNet,0.8333333333333334,0.9166666666666667,Random,0.8098070827125,2
428,8,1.0,0.5,28,0.5802967548370361,1,674,720,True,False,jetson2,DenseNet,0.6,0.759851622581482,Random,0.48297776649687496,2
429,9,1.0,0.5,29,0.1663064956665039,4,589,909,True,False,jetson2,ResNet,0.6666666666666666,0.8333333333333333,Random,0.76534232088125,2
430,10,0.5,0.0,10,0.2767372131347656,4,367,369,False,True,jetson,ResNet,0.6666666666666666,0.8616313934326172,Random,0.91655232088125,2
431,11,0.5,0.0,11,0.7461519241333008,1,382,380,False,True,jetson,DenseNet,0.6,0.6269240379333496,Random,0.597287766496875,2
432,12,0.5,0.0,12,0.18387460708618164,3,652,652,False,True,jetson,MobileNet,0.8333333333333334,0.9080626964569092,Random,0.9504170827125,2
433,13,0.5,0.0,13,0.6335594654083252,1,814,484,False,True,jetson,DenseNet,0.6,0.6832202672958374,Random,0.597287766496875,2
434,14,0.5,0.0,14,0.24498438835144043,4,485,530,False,True,jetson,ResNet,0.6666666666666666,0.8775078058242798,Random,0.91655232088125,2
435,15,0.5,0.0,15,0.1612718105316162,5,514,514,False,True,jetson,SqueezeNet,0.6666666666666666,0.9193640947341919,Random,0.933171531590625,2
436,16,0.5,0.0,16,0.14066267013549805,3,862,611,False,True,jetson,MobileNet,0.8333333333333334,0.929668664932251,Random,0.9504170827125,2
437,17,0.5,0.0,17,0.6795024871826172,1,384,384,False,True,jetson,DenseNet,0.6,0.6602487564086914,Random,0.597287766496875,2
438,18,0.5,0.0,18,0.17691612243652344,4,537,537,False,True,jetson,ResNet,0.6666666666666666,0.9115419387817383,Random,0.91655232088125,2
439,19,0.5,0.0,19,0.23963522911071777,4,558,558,False,True,jetson,ResNet,0.6666666666666666,0.8801823854446411,Random,0.91655232088125,2
440,20,1.0,0.0,0,0.3179965019226074,4,98,98,True,True,rpi4-1,ResNet,0.6666666666666666,0.6743350823720295,Random,0.76534232088125,2
441,21,1.0,0.0,1,0.2549550533294678,3,150,150,True,True,rpi4-1,MobileNet,0.8333333333333334,0.7891891400019329,Random,0.8098070827125,2
442,22,1.0,0.0,2,0.2704355716705322,4,150,150,True,True,rpi4-1,ResNet,0.6666666666666666,0.6981155474980671,Random,0.76534232088125,2
443,23,1.0,0.0,3,0.2625598907470703,5,183,183,True,True,rpi4-1,SqueezeNet,0.6666666666666666,0.7020533879597981,Random,0.723631531590625,2
444,24,1.0,0.0,4,0.23250770568847656,4,100,100,True,True,rpi4-1,ResNet,0.6666666666666666,0.717079480489095,Random,0.76534232088125,2
445,25,1.0,0.0,5,0.2703707218170166,4,58,58,True,True,rpi4-1,ResNet,0.6666666666666666,0.698147972424825,Random,0.76534232088125,2
446,26,1.0,0.0,6,0.2055201530456543,3,311,311,True,True,rpi4-1,MobileNet,0.8333333333333334,0.8139065901438396,Random,0.8098070827125,2
447,27,1.0,0.0,7,0.3193199634552002,2,26,29,True,True,rpi4-1,GoogLeNet,0.5,0.5903400182723999,Random,0.7341957254281251,2
448,28,1.0,0.0,8,0.6159205436706543,1,23,23,True,True,rpi4-1,DenseNet,0.6,0.49203972816467284,Random,0.48297776649687496,2
449,29,1.0,0.0,9,0.5871703624725342,1,234,234,True,True,rpi4-1,DenseNet,0.6,0.506414818763733,Random,0.48297776649687496,2
450,0,1.0,0.0,0,0.35817980766296387,3,323,323,True,True,rpi4-1,MobileNet,0.75,0.6959100961685181,Optimal,0.8098070827125,3
451,1,1.0,0.0,1,0.2221841812133789,3,199,199,True,True,rpi4-1,MobileNet,0.75,0.7639079093933105,Optimal,0.8098070827125,3
452,2,1.0,0.0,2,0.22005605697631836,3,205,224,True,True,rpi4-1,MobileNet,0.75,0.7649719715118408,Optimal,0.8098070827125,3
453,3,1.0,0.0,3,0.207655668258667,3,159,168,True,True,rpi4-1,MobileNet,0.75,0.7711721658706665,Optimal,0.8098070827125,3
454,4,1.0,0.0,4,0.23843932151794434,3,98,98,True,True,rpi4-1,MobileNet,0.75,0.7557803392410278,Optimal,0.8098070827125,3
455,5,1.0,0.0,5,0.22646355628967285,3,304,304,True,True,rpi4-1,MobileNet,0.75,0.7617682218551636,Optimal,0.8098070827125,3
456,6,1.0,0.0,6,0.2584867477416992,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.7457566261291504,Optimal,0.8098070827125,3
457,7,1.0,0.0,7,0.22672390937805176,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.7616380453109741,Optimal,0.8098070827125,3
458,8,1.0,0.0,8,0.24625205993652344,3,122,118,True,True,rpi4-1,MobileNet,0.75,0.7518739700317383,Optimal,0.8098070827125,3
459,9,1.0,0.0,9,0.4041256904602051,3,87,87,True,True,rpi4-1,MobileNet,0.75,0.6729371547698975,Optimal,0.8098070827125,3
460,10,1.0,0.5,20,0.23720097541809082,3,846,846,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
461,11,1.0,0.5,21,0.20951414108276367,3,572,948,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
462,12,1.0,0.5,22,0.1380922794342041,3,684,684,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
463,13,1.0,0.5,23,0.15507745742797852,3,832,832,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
464,14,1.0,0.5,24,0.16536927223205566,3,714,714,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
465,15,1.0,0.5,25,0.2052910327911377,3,989,989,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
466,16,1.0,0.5,26,0.13037443161010742,3,355,758,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
467,17,1.0,0.5,27,0.1606435775756836,3,758,758,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
468,18,1.0,0.5,28,0.1640336513519287,3,940,940,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
469,19,1.0,0.5,29,0.14038372039794922,3,874,874,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,3
470,20,0.5,0.0,10,0.23807454109191895,0,776,589,False,True,jetson,AlexNet,0.3,0.7809627294540405,Optimal,0.959606171503125,3
471,21,0.5,0.0,11,0.16078734397888184,0,164,412,False,True,jetson,AlexNet,0.3,0.8196063280105591,Optimal,0.959606171503125,3
472,22,0.5,0.0,12,0.1430213451385498,0,362,362,False,True,jetson,AlexNet,0.3,0.8284893274307251,Optimal,0.959606171503125,3
473,23,0.5,0.0,13,0.1890561580657959,0,796,552,False,True,jetson,AlexNet,0.3,0.8054719209671021,Optimal,0.959606171503125,3
474,24,0.5,0.0,14,0.17521071434020996,0,624,424,False,True,jetson,AlexNet,0.3,0.812394642829895,Optimal,0.959606171503125,3
475,25,0.5,0.0,15,0.15662646293640137,0,461,461,False,True,jetson,AlexNet,0.3,0.8216867685317993,Optimal,0.959606171503125,3
476,26,0.5,0.0,16,0.1536271572113037,0,819,401,False,True,jetson,AlexNet,0.3,0.8231864213943482,Optimal,0.959606171503125,3
477,27,0.5,0.0,17,0.1701807975769043,0,772,600,False,True,jetson,AlexNet,0.3,0.8149096012115479,Optimal,0.959606171503125,3
478,28,0.5,0.0,18,0.14298629760742188,0,35,577,False,True,jetson,AlexNet,0.3,0.8285068511962891,Optimal,0.959606171503125,3
479,29,0.5,0.0,19,0.12120866775512695,0,636,636,False,True,jetson,AlexNet,0.3,0.8393956661224365,Optimal,0.959606171503125,3
480,0,1.0,0.0,0,0.35770511627197266,3,323,323,True,True,rpi4-1,MobileNet,0.75,0.6961474418640137,EGP,0.8098070827125,3
481,1,1.0,0.0,1,0.3165726661682129,3,199,199,True,True,rpi4-1,MobileNet,0.75,0.7167136669158936,EGP,0.8098070827125,3
482,2,1.0,0.0,2,0.3271675109863281,3,205,224,True,True,rpi4-1,MobileNet,0.75,0.7114162445068359,EGP,0.8098070827125,3
483,3,1.0,0.0,3,0.4716799259185791,3,159,168,True,True,rpi4-1,MobileNet,0.75,0.6391600370407104,EGP,0.8098070827125,3
484,4,1.0,0.0,4,0.2677426338195801,3,98,98,True,True,rpi4-1,MobileNet,0.75,0.74112868309021,EGP,0.8098070827125,3
485,5,1.0,0.0,5,0.21870875358581543,3,304,304,True,True,rpi4-1,MobileNet,0.75,0.7656456232070923,EGP,0.8098070827125,3
486,6,1.0,0.0,6,0.24210667610168457,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.7539466619491577,EGP,0.8098070827125,3
487,7,1.0,0.0,7,0.31836581230163574,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.7158170938491821,EGP,0.8098070827125,3
488,8,1.0,0.0,8,0.2796659469604492,3,122,118,True,True,rpi4-1,MobileNet,0.75,0.7351670265197754,EGP,0.8098070827125,3
489,9,1.0,0.0,9,0.2590291500091553,3,87,87,True,True,rpi4-1,MobileNet,0.75,0.7454854249954224,EGP,0.8098070827125,3
490,10,0.5,0.0,10,0.22268128395080566,0,776,589,False,True,jetson,AlexNet,0.3,0.7886593580245972,EGP,0.959606171503125,3
491,11,0.5,0.0,11,0.1650562286376953,0,164,412,False,True,jetson,AlexNet,0.3,0.8174718856811524,EGP,0.959606171503125,3
492,12,0.5,0.0,12,0.12674570083618164,0,362,362,False,True,jetson,AlexNet,0.3,0.8366271495819092,EGP,0.959606171503125,3
493,13,0.5,0.0,13,0.14820313453674316,0,796,552,False,True,jetson,AlexNet,0.3,0.8258984327316284,EGP,0.959606171503125,3
494,14,0.5,0.0,14,0.16604304313659668,0,624,424,False,True,jetson,AlexNet,0.3,0.8169784784317017,EGP,0.959606171503125,3
495,15,0.5,0.0,15,0.15478205680847168,0,461,461,False,True,jetson,AlexNet,0.3,0.8226089715957642,EGP,0.959606171503125,3
496,16,0.5,0.0,16,0.1876082420349121,0,819,401,False,True,jetson,AlexNet,0.3,0.806195878982544,EGP,0.959606171503125,3
497,17,0.5,0.0,17,0.1323544979095459,0,772,600,False,True,jetson,AlexNet,0.3,0.8338227510452271,EGP,0.959606171503125,3
498,18,0.5,0.0,18,0.15392398834228516,0,35,577,False,True,jetson,AlexNet,0.3,0.8230380058288574,EGP,0.959606171503125,3
499,19,0.5,0.0,19,0.15586638450622559,0,636,636,False,True,jetson,AlexNet,0.3,0.8220668077468872,EGP,0.959606171503125,3
500,20,1.0,0.5,20,0.2948265075683594,3,846,846,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
501,21,1.0,0.5,21,0.19809961318969727,3,572,948,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
502,22,1.0,0.5,22,0.1725623607635498,3,684,684,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
503,23,1.0,0.5,23,0.17582917213439941,3,832,832,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
504,24,1.0,0.5,24,0.168107271194458,3,714,714,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
505,25,1.0,0.5,25,0.13302302360534668,3,989,989,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
506,26,1.0,0.5,26,0.1480119228363037,3,355,758,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
507,27,1.0,0.5,27,0.14521217346191406,3,758,758,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
508,28,1.0,0.5,28,0.1513199806213379,3,940,940,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
509,29,1.0,0.5,29,0.14017724990844727,3,874,874,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,3
510,0,1.0,0.0,0,0.25087428092956543,3,323,323,True,True,rpi4-1,MobileNet,0.75,0.7495628595352173,AGP,0.8098070827125,3
511,1,1.0,0.0,1,0.200087308883667,3,199,199,True,True,rpi4-1,MobileNet,0.75,0.7749563455581665,AGP,0.8098070827125,3
512,2,1.0,0.0,2,0.24479126930236816,3,205,224,True,True,rpi4-1,MobileNet,0.75,0.7526043653488159,AGP,0.8098070827125,3
513,3,1.0,0.0,3,0.24714303016662598,3,159,168,True,True,rpi4-1,MobileNet,0.75,0.751428484916687,AGP,0.8098070827125,3
514,4,1.0,0.0,4,0.2807464599609375,3,98,98,True,True,rpi4-1,MobileNet,0.75,0.7346267700195312,AGP,0.8098070827125,3
515,5,1.0,0.0,5,0.210601806640625,3,304,304,True,True,rpi4-1,MobileNet,0.75,0.7696990966796875,AGP,0.8098070827125,3
516,6,1.0,0.0,6,0.2150118350982666,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.7674940824508667,AGP,0.8098070827125,3
517,7,1.0,0.0,7,0.23433732986450195,3,219,219,True,True,rpi4-1,MobileNet,0.75,0.757831335067749,AGP,0.8098070827125,3
518,8,1.0,0.0,8,0.19341731071472168,3,122,118,True,True,rpi4-1,MobileNet,0.75,0.7782913446426392,AGP,0.8098070827125,3
519,9,1.0,0.0,9,0.18170404434204102,3,87,87,True,True,rpi4-1,MobileNet,0.75,0.7841479778289795,AGP,0.8098070827125,3
520,10,0.5,0.0,10,0.28938984870910645,0,776,589,False,True,jetson,AlexNet,0.3,0.7553050756454468,AGP,0.959606171503125,3
521,11,0.5,0.0,11,0.13020849227905273,0,164,412,False,True,jetson,AlexNet,0.3,0.8348957538604737,AGP,0.959606171503125,3
522,12,0.5,0.0,12,0.1591780185699463,0,362,362,False,True,jetson,AlexNet,0.3,0.8204109907150269,AGP,0.959606171503125,3
523,13,0.5,0.0,13,0.14034175872802734,0,796,552,False,True,jetson,AlexNet,0.3,0.8298291206359864,AGP,0.959606171503125,3
524,14,0.5,0.0,14,0.13661670684814453,0,624,424,False,True,jetson,AlexNet,0.3,0.8316916465759278,AGP,0.959606171503125,3
525,15,0.5,0.0,15,0.12650322914123535,0,461,461,False,True,jetson,AlexNet,0.3,0.8367483854293823,AGP,0.959606171503125,3
526,16,0.5,0.0,16,0.12778806686401367,0,819,401,False,True,jetson,AlexNet,0.3,0.8361059665679932,AGP,0.959606171503125,3
527,17,0.5,0.0,17,0.13494443893432617,0,772,600,False,True,jetson,AlexNet,0.3,0.8325277805328369,AGP,0.959606171503125,3
528,18,0.5,0.0,18,0.13348102569580078,0,35,577,False,True,jetson,AlexNet,0.3,0.8332594871520996,AGP,0.959606171503125,3
529,19,0.5,0.0,19,0.15517640113830566,0,636,636,False,True,jetson,AlexNet,0.3,0.8224117994308472,AGP,0.959606171503125,3
530,20,1.0,0.5,20,0.32179856300354004,3,846,846,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
531,21,1.0,0.5,21,0.19548845291137695,3,572,948,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
532,22,1.0,0.5,22,0.14676237106323242,3,684,684,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
533,23,1.0,0.5,23,0.1450943946838379,3,832,832,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
534,24,1.0,0.5,24,0.12205719947814941,3,714,714,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
535,25,1.0,0.5,25,0.12900948524475098,3,989,989,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
536,26,1.0,0.5,26,0.1377716064453125,3,355,758,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
537,27,1.0,0.5,27,0.12506389617919922,3,758,758,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
538,28,1.0,0.5,28,0.12945222854614258,3,940,940,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
539,29,1.0,0.5,29,0.12146162986755371,3,874,874,True,False,jetson2,MobileNet,0.75,0.875,AGP,0.8098070827125,3
540,0,1.0,0.0,0,0.23377609252929688,3,323,323,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7497786204020183,Knapsack,0.8098070827125,3
541,1,1.0,0.0,1,0.20104098320007324,3,199,199,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7661461750666301,Knapsack,0.8098070827125,3
542,2,1.0,0.0,2,0.19401001930236816,3,205,224,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7696616570154826,Knapsack,0.8098070827125,3
543,3,1.0,0.0,3,0.22116589546203613,3,159,168,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7560837189356486,Knapsack,0.8098070827125,3
544,4,1.0,0.0,4,0.21572041511535645,3,98,98,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7588064591089885,Knapsack,0.8098070827125,3
545,5,1.0,0.0,5,0.2357645034790039,3,304,304,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7487844149271647,Knapsack,0.8098070827125,3
546,6,1.0,0.0,6,0.25508689880371094,3,219,219,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7391232172648112,Knapsack,0.8098070827125,3
547,7,1.0,0.0,7,0.2860386371612549,3,219,219,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7236473480860393,Knapsack,0.8098070827125,3
548,8,1.0,0.0,8,0.2026052474975586,3,122,118,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7653640429178874,Knapsack,0.8098070827125,3
549,9,1.0,0.0,9,0.2106800079345703,3,87,87,True,True,rpi4-1,MobileNet,0.7333333333333333,0.7613266626993815,Knapsack,0.8098070827125,3
550,10,1.0,0.5,20,0.26506686210632324,3,846,846,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
551,11,1.0,0.5,21,0.16726446151733398,3,572,948,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
552,12,1.0,0.5,22,0.20309948921203613,3,684,684,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
553,13,1.0,0.5,23,0.19068002700805664,3,832,832,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
554,14,1.0,0.5,24,0.21396136283874512,3,714,714,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
555,15,1.0,0.5,25,0.13980507850646973,3,989,989,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
556,16,1.0,0.5,26,0.13025617599487305,3,355,758,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
557,17,1.0,0.5,27,0.14337897300720215,3,758,758,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
558,18,1.0,0.5,28,0.12162566184997559,3,940,940,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
559,19,1.0,0.5,29,0.12993144989013672,3,874,874,True,False,jetson2,MobileNet,0.7333333333333333,0.8666666666666667,Knapsack,0.8098070827125,3
560,20,0.5,0.0,10,0.21444368362426758,3,542,589,False,True,jetson,MobileNet,0.7333333333333333,0.8927781581878662,Knapsack,0.9504170827125,3
561,21,0.5,0.0,11,0.2104482650756836,3,412,412,False,True,jetson,MobileNet,0.7333333333333333,0.8947758674621582,Knapsack,0.9504170827125,3
562,22,0.5,0.0,12,0.1499955654144287,3,362,362,False,True,jetson,MobileNet,0.7333333333333333,0.9250022172927856,Knapsack,0.9504170827125,3
563,23,0.5,0.0,13,0.12246298789978027,3,552,552,False,True,jetson,MobileNet,0.7333333333333333,0.9387685060501099,Knapsack,0.9504170827125,3
564,24,0.5,0.0,14,0.13880562782287598,3,424,424,False,True,jetson,MobileNet,0.7333333333333333,0.930597186088562,Knapsack,0.9504170827125,3
565,25,0.5,0.0,15,0.13010168075561523,3,461,461,False,True,jetson,MobileNet,0.7333333333333333,0.9349491596221924,Knapsack,0.9504170827125,3
566,26,0.5,0.0,16,0.13447260856628418,3,650,401,False,True,jetson,MobileNet,0.7333333333333333,0.9327636957168579,Knapsack,0.9504170827125,3
567,27,0.5,0.0,17,0.14685821533203125,3,772,600,False,True,jetson,MobileNet,0.7333333333333333,0.9265708923339844,Knapsack,0.9504170827125,3
568,28,0.5,0.0,18,0.14885401725769043,3,577,577,False,True,jetson,MobileNet,0.7333333333333333,0.9255729913711548,Knapsack,0.9504170827125,3
