,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,algorithm,QoS,mc_run
377,17,1.0,0.0,17,0.22391915321350098,3,65,65,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7630404233932495,AGP,0.8098070827125,2
378,18,1.0,0.0,18,0.22688674926757812,3,274,274,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7615566253662109,AGP,0.8098070827125,2
379,19,1.0,0.0,19,0.22991442680358887,3,255,255,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7600427865982056,AGP,0.8098070827125,2
380,20,0.5,0.0,20,0.3432576656341553,0,790,454,False,True,jetson,AlexNet,0.5,0.56522,0.8283711671829224,AGP,0.959606171503125,2
381,21,0.5,0.0,21,0.13448405265808105,0,567,550,False,True,jetson,AlexNet,0.5,0.56522,0.9327579736709595,AGP,0.959606171503125,2
382,22,0.5,0.0,22,0.1479780673980713,0,357,357,False,True,jetson,AlexNet,0.5,0.56522,0.9260109663009644,AGP,0.959606171503125,2
383,23,0.5,0.0,23,0.15518879890441895,0,617,617,False,True,jetson,AlexNet,0.5,0.56522,0.9224056005477905,AGP,0.959606171503125,2
384,24,0.5,0.0,24,0.1290128231048584,0,783,623,False,True,jetson,AlexNet,0.5,0.56522,0.9354935884475708,AGP,0.959606171503125,2
385,25,0.5,0.0,25,0.1523878574371338,0,498,498,False,True,jetson,AlexNet,0.5,0.56522,0.9238060712814331,AGP,0.959606171503125,2
386,26,0.5,0.0,26,0.25493764877319336,0,419,419,False,True,jetson,AlexNet,0.5,0.56522,0.8725311756134033,AGP,0.959606171503125,2
387,27,0.5,0.0,27,0.2554004192352295,0,537,501,False,True,jetson,AlexNet,0.5,0.56522,0.8722997903823853,AGP,0.959606171503125,2
388,28,0.5,0.0,28,0.20282530784606934,0,557,435,False,True,jetson,AlexNet,0.5,0.56522,0.8985873460769653,AGP,0.959606171503125,2
389,29,0.5,0.0,29,0.18428730964660645,0,548,548,False,True,jetson,AlexNet,0.5,0.56522,0.9078563451766968,AGP,0.959606171503125,2
390,0,1.0,0.0,10,0.25267767906188965,3,155,229,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7403278271357219,Knapsack,0.8098070827125,2
391,1,1.0,0.0,11,0.3422200679779053,3,348,212,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6955566326777141,Knapsack,0.8098070827125,2
392,2,1.0,0.0,12,0.41176629066467285,3,258,258,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6607835213343303,Knapsack,0.8098070827125,2
393,3,1.0,0.0,13,0.6742863655090332,3,307,307,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.5295234839121501,Knapsack,0.8098070827125,2
394,4,1.0,0.0,14,0.8802578449249268,3,78,78,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.42653774420420326,Knapsack,0.8098070827125,2
395,5,1.0,0.0,15,0.8943910598754883,3,214,214,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.4194711367289225,Knapsack,0.8098070827125,2
396,6,1.0,0.0,16,0.8177566528320312,3,14,14,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.457788340250651,Knapsack,0.8098070827125,2
397,7,1.0,0.0,17,0.37424325942993164,3,65,65,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6795450369517009,Knapsack,0.8098070827125,2
398,8,1.0,0.0,18,0.16340208053588867,3,274,274,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7849656263987224,Knapsack,0.8098070827125,2
399,9,1.0,0.0,19,0.20222163200378418,3,255,255,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7655558506647746,Knapsack,0.8098070827125,2
400,10,1.0,0.5,0,0.21934270858764648,3,796,796,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
401,11,1.0,0.5,1,0.17177820205688477,3,996,996,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
402,12,1.0,0.5,2,0.25353574752807617,3,966,907,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
403,13,1.0,0.5,3,0.16790294647216797,3,817,817,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
404,14,1.0,0.5,4,0.14554858207702637,3,924,813,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
405,15,1.0,0.5,5,0.1318223476409912,3,793,793,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
406,16,1.0,0.5,6,0.13279128074645996,3,636,748,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
407,17,1.0,0.5,7,0.13191843032836914,3,677,677,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
408,18,1.0,0.5,8,0.13416099548339844,3,779,779,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
409,19,1.0,0.5,9,0.14168405532836914,3,854,854,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,2
410,20,0.5,0.0,20,0.2373659610748291,3,454,454,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.8813170194625854,Knapsack,0.9504170827125,2
411,21,0.5,0.0,21,0.19640755653381348,3,859,550,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.9017962217330933,Knapsack,0.9504170827125,2
412,22,0.5,0.0,22,0.22035861015319824,3,357,357,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.8898206949234009,Knapsack,0.9504170827125,2
413,23,0.5,0.0,23,0.21211600303649902,3,617,617,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.8939419984817505,Knapsack,0.9504170827125,2
414,24,0.5,0.0,24,0.14983320236206055,3,677,623,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.9250833988189697,Knapsack,0.9504170827125,2
415,25,0.5,0.0,25,0.13296270370483398,3,498,498,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.933518648147583,Knapsack,0.9504170827125,2
416,26,0.5,0.0,26,0.13249969482421875,3,419,419,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.9337501525878906,Knapsack,0.9504170827125,2
417,27,0.5,0.0,27,0.13567090034484863,3,294,501,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.9321645498275757,Knapsack,0.9504170827125,2
418,28,0.5,0.0,28,0.14441609382629395,3,435,435,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.927791953086853,Knapsack,0.9504170827125,2
419,29,0.5,0.0,29,0.09900045394897461,3,548,548,False,True,jetson,MobileNet,0.7333333333333333,0.71878,0.9504997730255127,Knapsack,0.9504170827125,2
420,0,1.0,0.0,10,0.2812619209289551,2,229,229,True,True,rpi4-1,GoogLeNet,0.8,0.69778,0.7593690395355225,Random,0.7341957254281251,2
421,1,1.0,0.0,11,0.3230128288269043,2,212,212,True,True,rpi4-1,GoogLeNet,0.8,0.69778,0.7384935855865479,Random,0.7341957254281251,2
422,2,1.0,0.0,12,0.22167754173278809,4,258,258,True,True,rpi4-1,ResNet,0.8888888888888888,0.69758,0.8336056735780504,Random,0.76534232088125,2
423,3,1.0,0.0,13,0.2971789836883545,2,303,307,True,True,rpi4-1,GoogLeNet,0.8,0.69778,0.7514105081558228,Random,0.7341957254281251,2
424,4,1.0,0.0,14,0.22249841690063477,3,78,78,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7887507915496826,Random,0.8098070827125,2
425,5,1.0,0.0,15,0.5624849796295166,1,214,214,True,True,rpi4-1,DenseNet,0.6666666666666666,0.77138,0.552090843518575,Random,0.48297776649687496,2
426,6,1.0,0.0,16,0.23908686637878418,4,14,14,True,True,rpi4-1,ResNet,0.8888888888888888,0.69758,0.8249010112550523,Random,0.76534232088125,2
427,7,1.0,0.0,17,0.5965781211853027,1,65,65,True,True,rpi4-1,DenseNet,0.6666666666666666,0.77138,0.5350442727406819,Random,0.48297776649687496,2
428,8,1.0,0.0,18,0.5510993003845215,1,274,274,True,True,rpi4-1,DenseNet,0.6666666666666666,0.77138,0.5577836831410725,Random,0.48297776649687496,2
429,9,1.0,0.0,19,0.29909348487854004,4,255,255,True,True,rpi4-1,ResNet,0.8888888888888888,0.69758,0.7948977020051744,Random,0.76534232088125,2
430,10,0.5,0.0,20,0.22810053825378418,5,588,454,False,True,jetson,SqueezeNet,0.2,0.58092,0.7359497308731079,Random,0.933171531590625,2
431,11,0.5,0.0,21,0.6942837238311768,1,891,550,False,True,jetson,DenseNet,0.6666666666666666,0.77138,0.6528581380844116,Random,0.597287766496875,2
432,12,0.5,0.0,22,0.31145501136779785,4,357,357,False,True,jetson,ResNet,0.8888888888888888,0.69758,0.8442724943161011,Random,0.91655232088125,2
433,13,0.5,0.0,23,0.708240270614624,1,617,617,False,True,jetson,DenseNet,0.6666666666666666,0.77138,0.645879864692688,Random,0.597287766496875,2
434,14,0.5,0.0,24,0.15343666076660156,5,683,623,False,True,jetson,SqueezeNet,0.2,0.58092,0.7732816696166992,Random,0.933171531590625,2
435,15,0.5,0.0,25,0.1551525592803955,4,498,498,False,True,jetson,ResNet,0.8888888888888888,0.69758,0.9224237203598022,Random,0.91655232088125,2
436,16,0.5,0.0,26,0.1709282398223877,3,419,419,False,True,jetson,MobileNet,0.8,0.71878,0.9145358800888062,Random,0.9504170827125,2
437,17,0.5,0.0,27,0.1422262191772461,5,537,501,False,True,jetson,SqueezeNet,0.2,0.58092,0.7788868904113769,Random,0.933171531590625,2
438,18,0.5,0.0,28,0.18416404724121094,4,205,435,False,True,jetson,ResNet,0.8888888888888888,0.69758,0.9079179763793945,Random,0.91655232088125,2
439,19,0.5,0.0,29,0.12219643592834473,5,495,548,False,True,jetson,SqueezeNet,0.2,0.58092,0.7889017820358276,Random,0.933171531590625,2
440,20,1.0,0.5,0,0.27600669860839844,4,796,796,True,False,jetson2,ResNet,0.8888888888888888,0.69758,0.9444444444444444,Random,0.76534232088125,2
441,21,1.0,0.5,1,0.21171236038208008,4,996,996,True,False,jetson2,ResNet,0.8888888888888888,0.69758,0.9444444444444444,Random,0.76534232088125,2
442,22,1.0,0.5,2,0.16962695121765137,4,907,907,True,False,jetson2,ResNet,0.8888888888888888,0.69758,0.9444444444444444,Random,0.76534232088125,2
443,23,1.0,0.5,3,0.11911249160766602,3,817,817,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,2
444,24,1.0,0.5,4,0.16147780418395996,3,924,813,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,2
445,25,1.0,0.5,5,0.13873529434204102,5,793,793,True,False,jetson2,SqueezeNet,0.2,0.58092,0.6,Random,0.723631531590625,2
446,26,1.0,0.5,6,0.5555379390716553,1,636,748,True,False,jetson2,DenseNet,0.6666666666666666,0.77138,0.8055643637975056,Random,0.48297776649687496,2
447,27,1.0,0.5,7,0.5100476741790771,2,677,677,True,False,jetson2,GoogLeNet,0.8,0.69778,0.8949761629104614,Random,0.7341957254281251,2
448,28,1.0,0.5,8,0.304534912109375,2,779,779,True,False,jetson2,GoogLeNet,0.8,0.69778,0.9,Random,0.7341957254281251,2
449,29,1.0,0.5,9,0.17904186248779297,3,854,854,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,2
450,0,1.0,0.0,10,0.24344515800476074,3,280,272,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7532774209976196,Optimal,0.8098070827125,3
451,1,1.0,0.0,11,0.20736455917358398,3,27,27,True,True,rpi4-1,MobileNet,0.75,0.71878,0.771317720413208,Optimal,0.8098070827125,3
452,2,1.0,0.0,12,0.2297654151916504,3,293,293,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7601172924041748,Optimal,0.8098070827125,3
453,3,1.0,0.0,13,0.21284890174865723,3,81,81,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7685755491256714,Optimal,0.8098070827125,3
454,4,1.0,0.0,14,0.20576906204223633,3,191,191,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7721154689788818,Optimal,0.8098070827125,3
455,5,1.0,0.0,15,0.2556321620941162,3,277,271,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7471839189529419,Optimal,0.8098070827125,3
456,6,1.0,0.0,16,0.2026209831237793,3,245,245,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7736895084381104,Optimal,0.8098070827125,3
457,7,1.0,0.0,17,0.242767333984375,3,298,298,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7536163330078125,Optimal,0.8098070827125,3
458,8,1.0,0.0,18,0.20084810256958008,3,261,261,True,True,rpi4-1,MobileNet,0.75,0.71878,0.77457594871521,Optimal,0.8098070827125,3
459,9,1.0,0.0,19,0.17135977745056152,3,143,143,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7893201112747192,Optimal,0.8098070827125,3
460,10,0.5,0.0,20,0.22122669219970703,0,597,597,False,True,jetson,AlexNet,0.6,0.56522,0.8893866539001465,Optimal,0.959606171503125,3
461,11,0.5,0.0,21,0.12743282318115234,0,341,341,False,True,jetson,AlexNet,0.6,0.56522,0.9362835884094238,Optimal,0.959606171503125,3
462,12,0.5,0.0,22,0.11947989463806152,0,632,598,False,True,jetson,AlexNet,0.6,0.56522,0.9402600526809692,Optimal,0.959606171503125,3
463,13,0.5,0.0,23,0.157426118850708,0,710,512,False,True,jetson,AlexNet,0.6,0.56522,0.921286940574646,Optimal,0.959606171503125,3
464,14,0.5,0.0,24,0.17047739028930664,0,399,399,False,True,jetson,AlexNet,0.6,0.56522,0.9147613048553467,Optimal,0.959606171503125,3
465,15,0.5,0.0,25,0.14312362670898438,0,628,628,False,True,jetson,AlexNet,0.6,0.56522,0.9284381866455078,Optimal,0.959606171503125,3
466,16,0.5,0.0,26,0.12127232551574707,0,495,659,False,True,jetson,AlexNet,0.6,0.56522,0.9393638372421265,Optimal,0.959606171503125,3
467,17,0.5,0.0,27,0.11608552932739258,0,467,467,False,True,jetson,AlexNet,0.6,0.56522,0.9419572353363037,Optimal,0.959606171503125,3
468,18,0.5,0.0,28,0.12966108322143555,0,640,640,False,True,jetson,AlexNet,0.6,0.56522,0.9351694583892822,Optimal,0.959606171503125,3
469,19,0.5,0.0,29,0.11254549026489258,0,681,620,False,True,jetson,AlexNet,0.6,0.56522,0.9437272548675537,Optimal,0.959606171503125,3
470,20,1.0,0.5,0,0.2865417003631592,3,732,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
471,21,1.0,0.5,1,0.1337730884552002,3,903,903,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
472,22,1.0,0.5,2,0.13642549514770508,3,977,978,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
473,23,1.0,0.5,3,0.16642498970031738,3,920,920,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
474,24,1.0,0.5,4,0.14711499214172363,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
475,25,1.0,0.5,5,0.1380298137664795,3,918,918,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
476,26,1.0,0.5,6,0.12671232223510742,3,698,698,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
477,27,1.0,0.5,7,0.12904834747314453,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
478,28,1.0,0.5,8,0.13821625709533691,3,710,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
479,29,1.0,0.5,9,0.13824200630187988,3,404,908,True,False,jetson2,MobileNet,0.75,0.71878,0.875,Optimal,0.8098070827125,3
480,0,1.0,0.0,10,0.21944761276245117,3,280,272,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7652761936187744,EGP,0.8098070827125,3
481,1,1.0,0.0,11,0.2190401554107666,3,27,27,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7654799222946167,EGP,0.8098070827125,3
482,2,1.0,0.0,12,0.22281408309936523,3,293,293,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7635929584503174,EGP,0.8098070827125,3
483,3,1.0,0.0,13,0.2111208438873291,3,81,81,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7694395780563354,EGP,0.8098070827125,3
484,4,1.0,0.0,14,0.2279648780822754,3,191,191,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7610175609588623,EGP,0.8098070827125,3
485,5,1.0,0.0,15,0.2049264907836914,3,277,271,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7725367546081543,EGP,0.8098070827125,3
486,6,1.0,0.0,16,0.20272111892700195,3,245,245,True,True,rpi4-1,MobileNet,0.75,0.71878,0.773639440536499,EGP,0.8098070827125,3
487,7,1.0,0.0,17,0.33638668060302734,3,298,298,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7068066596984863,EGP,0.8098070827125,3
488,8,1.0,0.0,18,0.16839098930358887,3,261,261,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7908045053482056,EGP,0.8098070827125,3
489,9,1.0,0.0,19,0.16470742225646973,3,143,143,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7926462888717651,EGP,0.8098070827125,3
490,10,0.5,0.0,20,0.23411107063293457,0,597,597,False,True,jetson,AlexNet,0.6,0.56522,0.8829444646835327,EGP,0.959606171503125,3
491,11,0.5,0.0,21,0.12590432167053223,0,341,341,False,True,jetson,AlexNet,0.6,0.56522,0.9370478391647339,EGP,0.959606171503125,3
492,12,0.5,0.0,22,0.11424732208251953,0,632,598,False,True,jetson,AlexNet,0.6,0.56522,0.9428763389587402,EGP,0.959606171503125,3
493,13,0.5,0.0,23,0.12435197830200195,0,710,512,False,True,jetson,AlexNet,0.6,0.56522,0.937824010848999,EGP,0.959606171503125,3
494,14,0.5,0.0,24,0.14032530784606934,0,399,399,False,True,jetson,AlexNet,0.6,0.56522,0.9298373460769653,EGP,0.959606171503125,3
495,15,0.5,0.0,25,0.14991140365600586,0,628,628,False,True,jetson,AlexNet,0.6,0.56522,0.9250442981719971,EGP,0.959606171503125,3
496,16,0.5,0.0,26,0.1584455966949463,0,495,659,False,True,jetson,AlexNet,0.6,0.56522,0.9207772016525269,EGP,0.959606171503125,3
497,17,0.5,0.0,27,0.15179824829101562,0,467,467,False,True,jetson,AlexNet,0.6,0.56522,0.9241008758544922,EGP,0.959606171503125,3
498,18,0.5,0.0,28,0.18358278274536133,0,640,640,False,True,jetson,AlexNet,0.6,0.56522,0.9082086086273193,EGP,0.959606171503125,3
499,19,0.5,0.0,29,0.15610742568969727,0,681,620,False,True,jetson,AlexNet,0.6,0.56522,0.9219462871551514,EGP,0.959606171503125,3
500,20,1.0,0.5,0,0.2828800678253174,3,732,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
501,21,1.0,0.5,1,0.14722967147827148,3,903,903,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
502,22,1.0,0.5,2,0.16892647743225098,3,977,978,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
503,23,1.0,0.5,3,0.17279529571533203,3,920,920,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
504,24,1.0,0.5,4,0.13788700103759766,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
505,25,1.0,0.5,5,0.14235734939575195,3,918,918,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
506,26,1.0,0.5,6,0.14972615242004395,3,698,698,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
507,27,1.0,0.5,7,0.19144701957702637,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
508,28,1.0,0.5,8,0.1557941436767578,3,710,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
509,29,1.0,0.5,9,0.11955642700195312,3,404,908,True,False,jetson2,MobileNet,0.75,0.71878,0.875,EGP,0.8098070827125,3
510,0,1.0,0.0,10,0.2216188907623291,3,280,272,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7641905546188354,AGP,0.8098070827125,3
511,1,1.0,0.0,11,0.19710659980773926,3,27,27,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7764467000961304,AGP,0.8098070827125,3
512,2,1.0,0.0,12,0.19298958778381348,3,293,293,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7785052061080933,AGP,0.8098070827125,3
513,3,1.0,0.0,13,0.2093522548675537,3,81,81,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7703238725662231,AGP,0.8098070827125,3
514,4,1.0,0.0,14,0.2513730525970459,3,191,191,True,True,rpi4-1,MobileNet,0.75,0.71878,0.749313473701477,AGP,0.8098070827125,3
515,5,1.0,0.0,15,0.21581339836120605,3,277,271,True,True,rpi4-1,MobileNet,0.75,0.71878,0.767093300819397,AGP,0.8098070827125,3
516,6,1.0,0.0,16,0.2233273983001709,3,245,245,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7633363008499146,AGP,0.8098070827125,3
517,7,1.0,0.0,17,0.2906832695007324,3,298,298,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7296583652496338,AGP,0.8098070827125,3
518,8,1.0,0.0,18,0.1584491729736328,3,261,261,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7957754135131836,AGP,0.8098070827125,3
519,9,1.0,0.0,19,0.15422916412353516,3,143,143,True,True,rpi4-1,MobileNet,0.75,0.71878,0.7978854179382324,AGP,0.8098070827125,3
520,10,0.5,0.0,20,0.28376054763793945,0,597,597,False,True,jetson,AlexNet,0.6,0.56522,0.8581197261810303,AGP,0.959606171503125,3
521,11,0.5,0.0,21,0.1485450267791748,0,341,341,False,True,jetson,AlexNet,0.6,0.56522,0.9257274866104126,AGP,0.959606171503125,3
522,12,0.5,0.0,22,0.13859248161315918,0,632,598,False,True,jetson,AlexNet,0.6,0.56522,0.9307037591934204,AGP,0.959606171503125,3
523,13,0.5,0.0,23,0.16323566436767578,0,710,512,False,True,jetson,AlexNet,0.6,0.56522,0.9183821678161621,AGP,0.959606171503125,3
524,14,0.5,0.0,24,0.18074417114257812,0,399,399,False,True,jetson,AlexNet,0.6,0.56522,0.9096279144287109,AGP,0.959606171503125,3
525,15,0.5,0.0,25,0.13235902786254883,0,628,628,False,True,jetson,AlexNet,0.6,0.56522,0.9338204860687256,AGP,0.959606171503125,3
526,16,0.5,0.0,26,0.1746206283569336,0,495,659,False,True,jetson,AlexNet,0.6,0.56522,0.9126896858215332,AGP,0.959606171503125,3
527,17,0.5,0.0,27,0.15966439247131348,0,467,467,False,True,jetson,AlexNet,0.6,0.56522,0.9201678037643433,AGP,0.959606171503125,3
528,18,0.5,0.0,28,0.17415404319763184,0,640,640,False,True,jetson,AlexNet,0.6,0.56522,0.9129229784011841,AGP,0.959606171503125,3
529,19,0.5,0.0,29,0.16180896759033203,0,681,620,False,True,jetson,AlexNet,0.6,0.56522,0.919095516204834,AGP,0.959606171503125,3
530,20,1.0,0.5,0,0.2733919620513916,3,732,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
531,21,1.0,0.5,1,0.16582250595092773,3,903,903,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
532,22,1.0,0.5,2,0.1636824607849121,3,977,978,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
533,23,1.0,0.5,3,0.13281893730163574,3,920,920,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
534,24,1.0,0.5,4,0.13971352577209473,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
535,25,1.0,0.5,5,0.17210602760314941,3,918,918,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
536,26,1.0,0.5,6,0.1697392463684082,3,698,698,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
537,27,1.0,0.5,7,0.1645185947418213,3,826,826,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
538,28,1.0,0.5,8,0.1714768409729004,3,710,732,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
539,29,1.0,0.5,9,0.15415477752685547,3,404,908,True,False,jetson2,MobileNet,0.75,0.71878,0.875,AGP,0.8098070827125,3
540,0,1.0,0.0,10,0.2320399284362793,3,280,272,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.750646702448527,Knapsack,0.8098070827125,3
541,1,1.0,0.0,11,0.20212745666503906,3,27,27,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7656029383341472,Knapsack,0.8098070827125,3
542,2,1.0,0.0,12,0.2126462459564209,3,293,293,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7603435436884562,Knapsack,0.8098070827125,3
543,3,1.0,0.0,13,0.18395328521728516,3,81,81,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7746900240580241,Knapsack,0.8098070827125,3
544,4,1.0,0.0,14,0.20253968238830566,3,191,191,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7653968254725139,Knapsack,0.8098070827125,3
545,5,1.0,0.0,15,0.20361018180847168,3,277,271,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7648615757624309,Knapsack,0.8098070827125,3
546,6,1.0,0.0,16,0.25058507919311523,3,245,245,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.7413741270701091,Knapsack,0.8098070827125,3
547,7,1.0,0.0,17,0.5262877941131592,3,298,298,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6035227696100871,Knapsack,0.8098070827125,3
548,8,1.0,0.0,18,0.41861939430236816,3,261,261,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6573569695154826,Knapsack,0.8098070827125,3
549,9,1.0,0.0,19,0.3824150562286377,3,143,143,True,True,rpi4-1,MobileNet,0.7333333333333333,0.71878,0.6754591385523478,Knapsack,0.8098070827125,3
550,10,1.0,0.5,0,0.24849510192871094,3,732,732,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
551,11,1.0,0.5,1,0.19620347023010254,3,903,903,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
552,12,1.0,0.5,2,0.21765351295471191,3,977,978,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
553,13,1.0,0.5,3,0.15374135971069336,3,920,920,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
554,14,1.0,0.5,4,0.14158082008361816,3,826,826,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
555,15,1.0,0.5,5,0.15903186798095703,3,918,918,True,False,jetson2,MobileNet,0.7333333333333333,0.71878,0.8666666666666667,Knapsack,0.8098070827125,3
