,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,served_model_name,served_accuracy,QoS,algorithm
223,23,0.7208491723970042,0.017031501404329547,23,0.688997745513916,1,18,18,DenseNet,0.755,0.8320084389726033,EGP
224,24,0.8744273384909931,0.1294197183346879,24,0.6691648960113525,1,676,676,DenseNet,0.755,0.8053500363353373,EGP
225,25,0.8526829533351726,0.4077232973558972,25,0.7008895874023438,1,469,469,DenseNet,0.755,0.877866950820802,EGP
226,26,0.9897150768952587,0.04704941405686533,26,0.6417908668518066,1,327,116,DenseNet,0.755,0.7339570983536353,EGP
227,27,0.8126664951408331,0.4721517926419645,27,0.629852294921875,1,101,386,DenseNet,0.755,0.9317416268596058,EGP
228,28,0.8072981975395532,0.007495178487686446,28,0.6109402179718018,1,960,928,DenseNet,0.755,0.8229896413591946,EGP
229,29,0.9547269482865623,0.02037515267633299,29,0.655367374420166,1,455,455,DenseNet,0.755,0.7413884704207605,EGP
230,30,0.6199264487043543,0.39966216606297117,30,0.6319394111633301,1,538,884,DenseNet,0.755,0.9419306887249103,EGP
231,31,0.9946729820706182,0.17993831522944762,31,0.6642358303070068,1,340,340,DenseNet,0.755,0.7590891301953011,EGP
232,32,0.9703209568070299,0.7476238116783118,32,0.6368389129638672,1,485,485,DenseNet,0.755,0.8923395215964851,EGP
233,33,0.7721077407068663,0.27873281300681835,33,0.6106698513031006,1,312,311,DenseNet,0.755,0.9084618700724962,EGP
234,34,0.9507734343662643,0.43984487331325484,34,1.3172833919525146,1,827,827,DenseNet,0.755,0.6827536531570529,EGP
235,35,0.7567250004197807,0.04308173020996439,35,0.7128303050994873,1,889,889,DenseNet,0.755,0.831700356067729,EGP
236,36,0.8719716554855363,0.2074221274121375,36,0.7636334896087646,1,888,873,DenseNet,0.755,0.8024613317080751,EGP
237,37,0.9453287003167604,0.11888857402718413,37,0.6159553527832031,1,207,207,DenseNet,0.755,0.780568955152615,EGP
238,38,0.9776846730918778,0.4593785395701607,38,0.6041815280914307,1,184,184,DenseNet,0.755,0.8524569163237437,EGP
239,39,0.9116126154482961,1.0677277405777903,39,0.6580584049224854,1,449,449,DenseNet,0.755,0.921693692275852,EGP
240,40,0.9539195768298949,0.6309049850234106,40,0.6668515205383301,1,876,876,DenseNet,0.755,0.8915535777063226,EGP
241,41,0.9849204840255755,0.22250242588308694,41,0.6406402587890625,1,604,604,DenseNet,0.755,0.7805052997607184,EGP
242,42,0.8699593315701574,0.24364122073190364,42,0.6202592849731445,1,180,180,DenseNet,0.755,0.8483658181546111,EGP
243,43,0.8486509116475296,1.2530845714894998,43,0.60870361328125,1,904,70,DenseNet,0.755,0.9531745441762352,EGP
244,44,0.5409469052101197,1.0750664214290857,44,0.6218671798706055,1,80,80,DenseNet,0.755,1.0,EGP
245,45,0.9287590009719715,0.050432722711794394,45,0.645979642868042,1,198,197,DenseNet,0.755,0.7642337694749524,EGP
246,46,0.8708794613088173,0.07480880224326186,46,0.6089138984680176,1,576,576,DenseNet,0.755,0.8085339952894024,EGP
247,47,0.8172780590454689,2.0,47,0.65995192527771,1,316,316,DenseNet,0.755,0.9688609704772655,EGP
248,48,0.8465969677704003,0.14554535772825355,48,0.6314780712127686,1,720,720,DenseNet,0.755,0.8327183377436711,EGP
249,49,0.8909765948670484,0.23614987005359128,49,0.644489049911499,1,694,694,DenseNet,0.755,0.8299269076019988,EGP
250,50,0.7752343524355472,1.0372308610817698,50,0.596513032913208,1,510,510,DenseNet,0.755,0.9898828237822264,EGP
251,51,0.4071914688878069,1.0289961431761627,51,0.6442093849182129,1,234,234,DenseNet,0.755,1.0,EGP
252,52,0.8854830557255975,0.5004526961027927,52,0.6572146415710449,1,892,426,DenseNet,0.755,0.8955679857701382,EGP
253,53,0.8966963349272303,1.461038363527908,53,0.6568341255187988,1,820,820,DenseNet,0.755,0.9291518325363848,EGP
254,54,0.8899072788793432,0.0817861432732141,54,0.6142904758453369,1,743,781,DenseNet,0.755,0.7994202774172977,EGP
255,55,0.8818023662015626,0.6774683708437009,55,0.6514935493469238,1,775,775,DenseNet,0.755,0.9365988168992188,EGP
256,56,0.963619869205181,0.17962017976849992,56,0.6011314392089844,1,993,993,DenseNet,0.755,0.7903122505372884,EGP
257,57,0.811323174145177,0.2329854072785833,57,0.6066653728485107,1,49,49,DenseNet,0.755,0.8784184215349297,EGP
258,58,0.8121573578225328,0.23971363391378808,58,0.6116800308227539,1,819,862,DenseNet,0.755,0.8784297218614922,EGP
259,59,0.9498313075680895,0.23420728910980515,59,0.6528513431549072,1,820,820,DenseNet,0.755,0.7979233327046797,EGP
260,60,0.9283460843519309,0.4956327894401953,60,0.6186103820800781,1,470,747,DenseNet,0.755,0.8825825596640638,EGP
261,61,0.8688407715540415,0.12536298904435164,61,0.5987858772277832,1,348,348,DenseNet,0.755,0.8247238921771214,EGP
262,62,0.9817550389307362,0.0016440459723198494,62,0.6076161861419678,1,661,661,DenseNet,0.755,0.7351294454922199,EGP
263,63,0.9039959512316503,0.3790138653213038,63,0.6222953796386719,1,160,160,DenseNet,0.755,0.8646816458048328,EGP
264,64,0.7920604239978811,0.4682243961533372,64,0.621528148651123,1,347,347,DenseNet,0.755,0.9431438498766129,EGP
265,65,0.9721240772013571,0.3963354184851927,65,0.7478334903717041,1,389,389,DenseNet,0.755,0.8035634434276937,EGP
266,66,0.8353509655357766,0.006447067667618548,66,0.6454250812530518,1,37,36,DenseNet,0.755,0.8000800138357534,EGP
267,67,0.7957760431064819,0.18161771390214862,67,0.5660529136657715,1,507,487,DenseNet,0.755,0.8835031785058534,EGP
268,68,0.8928980969720022,0.23693358020826769,68,0.6765584945678711,1,900,900,DenseNet,0.755,0.821144722924098,EGP
269,69,0.7414566338311088,0.18730095901368138,69,0.6328651905059814,1,746,746,DenseNet,0.755,0.888608942126925,EGP
270,70,0.5598662142698596,0.6357778161591874,70,0.6620707511901855,1,389,389,DenseNet,0.755,0.9934267662422505,EGP
271,71,0.8459508760913849,0.513188048646393,71,0.6585617065429688,1,949,949,DenseNet,0.755,0.9181811474801637,EGP
272,72,0.7182621847374914,0.8162032184646257,72,0.640613317489624,1,401,507,DenseNet,0.755,1.0,EGP
273,73,0.8588860947875578,0.3680908799699916,73,0.6157693862915039,1,453,894,DenseNet,0.755,0.8861373260258429,EGP
274,74,0.9583953456807749,0.5246720353260859,74,0.7236490249633789,1,6,6,DenseNet,0.755,0.8485580797502893,EGP
275,75,0.9672269436877133,0.17625355311394664,75,0.6249537467956543,1,82,81,DenseNet,0.755,0.7817114797357164,EGP
276,76,0.9513105130531331,0.04116816633018338,76,0.5954699516296387,1,1,1,DenseNet,0.755,0.7632692971485696,EGP
277,77,0.9135019498186213,0.4954904981842875,77,0.6297061443328857,1,46,46,DenseNet,0.755,0.8871951135535397,EGP
278,78,0.8764726613113856,0.24215512608928885,78,0.5696079730987549,1,144,144,DenseNet,0.755,0.8574004575919407,EGP
279,79,0.9309857759889465,0.003170341392647118,79,0.6919035911560059,1,877,877,DenseNet,0.755,0.739823799564687,EGP
280,80,0.842428872829095,0.131986202735908,80,0.6316623687744141,1,202,184,DenseNet,0.755,0.831366522075826,EGP
281,81,0.9153027047196662,0.1862182643064571,81,0.6904468536376953,1,478,519,DenseNet,0.755,0.7937915003073573,EGP
282,82,0.852777346320679,0.24578831991052902,82,0.6564745903015137,1,473,505,DenseNet,0.755,0.8484397592419144,EGP
283,83,0.928448252743811,0.10682997964221201,83,0.6614317893981934,1,528,528,DenseNet,0.755,0.7746254211890992,EGP
284,84,0.746126784944754,0.9632768910051105,84,0.6301424503326416,1,333,333,DenseNet,0.755,1.0,EGP
285,85,0.994197192375307,1.680283783328587,85,0.6977910995483398,1,315,315,DenseNet,0.755,0.8804014038123464,EGP
286,86,0.8890216840908148,0.6731896967388618,86,0.5837433338165283,1,679,679,DenseNet,0.755,0.9329891579545926,EGP
287,87,0.9144279965156595,0.7105428507187296,87,0.7126970291137695,1,316,316,DenseNet,0.755,0.9197474571434102,EGP
288,88,0.9777721727669657,0.27035080145639934,88,0.9329795837402344,1,956,956,DenseNet,0.755,0.7229567180455584,EGP
289,89,0.8766148761596081,0.07227692988956583,89,1.373767614364624,1,616,616,DenseNet,0.755,0.6138198908014314,EGP
290,90,0.7124700175700012,0.3437942625858103,90,1.0355358123779297,1,147,147,DenseNet,0.755,0.8270646125519702,EGP
291,91,0.9920113267555164,0.7018417003603079,91,0.8822808265686035,1,132,132,DenseNet,0.755,0.8363845550701678,EGP
292,92,0.8302011156049158,0.05383127842968949,92,0.6060664653778076,1,73,77,DenseNet,0.755,0.8243406454605126,EGP
293,93,0.9113786779124075,8.671993670978644e-06,93,0.6327292919158936,1,158,158,DenseNet,0.755,0.7636305060632407,EGP
294,94,0.8451072469695695,0.4169026317367108,94,0.601029634475708,1,641,641,DenseNet,0.755,0.9089146258304659,EGP
295,95,0.9896991806325484,2.0,95,0.6640877723693848,1,572,572,DenseNet,0.755,0.8826504096837258,EGP
296,96,0.7576848473047724,0.45671379203124024,96,0.5954711437225342,1,686,686,DenseNet,0.755,0.9639682384247903,EGP
297,97,0.9504424264316932,0.40863497488195005,97,0.5716743469238281,1,219,219,DenseNet,0.755,0.8615189437736839,EGP
298,98,0.9396685903481988,0.08168474227989023,98,0.561509370803833,1,94,94,DenseNet,0.755,0.7877095476949149,EGP
299,99,0.965561074641847,1.4689281227638453,99,0.5416438579559326,1,26,26,DenseNet,0.755,0.8947194626790764,EGP
300,100,0.8665861481582604,0.21049532443897656,100,0.6139521598815918,1,425,425,DenseNet,0.755,0.8433427170602159,EGP
301,101,0.9746408549752789,0.3590592031115404,101,0.6120119094848633,1,64,55,DenseNet,0.755,0.8269413959190298,EGP
302,102,0.9327055955037252,0.052497880060109484,102,0.5840816497802734,1,70,72,DenseNet,0.755,0.7782512598180964,EGP
303,103,0.5812063577676364,0.07535910492139473,103,0.6501991748809814,1,309,309,DenseNet,0.755,0.8562899825101034,EGP
304,104,0.8864891456804963,0.26885062698565987,104,0.798994779586792,1,490,490,DenseNet,0.755,0.8017193890094688,EGP
305,105,0.9312198903931951,0.6524077012825282,105,0.6265015602111816,1,78,78,DenseNet,0.755,0.9118900548034025,EGP
306,106,0.970488010582858,0.16778248723109868,106,0.8181538581848145,1,569,569,DenseNet,0.755,0.729663151970142,EGP
307,107,0.7677480338967221,0.35028738247641844,107,0.8163678646087646,1,109,390,DenseNet,0.755,0.8771058625185524,EGP
308,108,0.9431860311768475,0.25504678538650033,108,0.8260223865509033,1,886,886,DenseNet,0.755,0.7631630841204755,EGP
309,109,0.7454228358871123,0.16457625843156554,109,0.8125801086425781,1,185,185,DenseNet,0.755,0.8379990374472468,EGP
310,110,0.994105052227563,0.595421644306732,110,0.8020241260528564,1,844,481,DenseNet,0.755,0.8287968534496875,EGP
311,111,0.9927307527178708,0.46551816576956784,111,0.6591689586639404,1,392,392,DenseNet,0.755,0.8327219254174714,EGP
312,112,0.6987730126617975,0.5282819328984132,112,0.79075026512146,1,761,754,DenseNet,0.755,0.9343829169442384,EGP
313,113,0.6035656695094489,1.0238065111159833,113,0.6102859973907471,1,540,540,DenseNet,0.755,1.0,EGP
314,114,0.9883434388980409,0.1892872046833567,114,0.6157629489898682,1,757,757,DenseNet,0.755,0.7767093444743517,EGP
315,115,0.9823088877444858,0.11504859066274464,115,0.610379695892334,1,585,585,DenseNet,0.755,0.7625127798203598,EGP
316,116,0.9763734657029878,0.1269455112645129,116,0.6141996383666992,1,0,0,DenseNet,0.755,0.7674997353729596,EGP
317,117,0.8619159162088383,0.07379448997886225,117,0.6140658855438232,1,226,226,DenseNet,0.755,0.8114741930043405,EGP
318,118,0.886357401888619,0.43774983058218986,118,0.5576608180999756,1,219,219,DenseNet,0.755,0.9043435521762441,EGP
319,119,0.9628473188626728,0.1313229196860079,119,0.5679926872253418,1,580,580,DenseNet,0.755,0.7869088986838302,EGP
320,120,0.8047461920786161,1.0538318556758088,120,0.7164864540100098,1,622,622,DenseNet,0.755,0.975126903960692,EGP
321,121,0.8646624489886396,0.788344215095018,121,0.6113379001617432,1,371,371,DenseNet,0.755,0.9451687755056801,EGP
322,122,0.970931747847937,0.08666523613680643,122,0.9193112850189209,1,636,636,DenseNet,0.755,0.6838726138555029,EGP
323,123,0.9443349151524322,0.1056629105236393,123,0.7194275856018066,1,866,779,DenseNet,0.755,0.7518913736542421,EGP
324,124,0.9489703983877137,0.10244950042977108,124,0.6086242198944092,1,881,881,DenseNet,0.755,0.7764711209399836,EGP
325,125,0.839346727946963,0.05005319537069995,125,0.8187606334686279,1,316,316,DenseNet,0.755,0.7656497765020365,EGP
326,126,0.7954609495548832,0.4361519423526898,126,0.5718197822570801,1,48,45,DenseNet,0.755,0.9458525652464609,EGP
327,127,0.8612144150566443,1.8752703779653754,127,0.6546573638916016,1,421,729,DenseNet,0.755,0.9468927924716779,EGP
328,128,0.7261201515444625,0.9631653941077227,128,0.61521315574646,1,281,281,DenseNet,0.755,1.0,EGP
329,129,0.9684832428274671,0.07828262117062176,129,0.6131935119628906,1,642,642,DenseNet,0.755,0.7595306558881992,EGP
330,130,0.9452884742378274,0.19087393015830806,130,0.6167998313903809,1,650,818,DenseNet,0.755,0.7983742875730682,EGP
331,131,0.8959646065934056,0.16048838495304424,131,0.613814115524292,1,904,904,DenseNet,0.755,0.8161862640604853,EGP
332,132,0.9980696491654151,0.023816314242361525,132,0.6179001331329346,1,707,707,DenseNet,0.755,0.7299442206946491,EGP
333,133,0.6544601201274547,0.273955141052738,133,1.2835416793823242,1,508,508,DenseNet,0.755,0.7476033654176034,EGP
334,134,0.9130688666660824,0.031228852512461186,134,0.7513926029205322,1,212,212,DenseNet,0.755,0.7409246290649409,EGP
335,135,0.9153036852880715,0.8183054268235126,135,0.6196610927581787,1,160,160,DenseNet,0.755,0.9198481573559643,EGP
336,136,0.9642238952399561,0.1470467749917146,136,0.6061253547668457,1,633,633,DenseNet,0.755,0.7806184074362392,EGP
337,137,0.9952421738043521,0.10005011694822327,137,0.6171536445617676,1,272,272,DenseNet,0.755,0.7506030311944378,EGP
338,138,0.9339414488100304,0.2278723172751176,138,0.6157801151275635,1,16,16,DenseNet,0.755,0.8135523261318733,EGP
339,139,0.9676865227264384,0.6966980968841165,139,0.725938081741333,1,751,740,DenseNet,0.755,0.8863467424224767,EGP
340,140,0.9241552891011188,0.6850182479859911,140,0.7092056274414062,1,750,448,DenseNet,0.755,0.9093755105855869,EGP
341,141,0.8179842891824065,0.08369553578697664,141,0.5358951091766357,1,766,766,DenseNet,0.755,0.855457962061382,EGP
342,142,0.975206586092366,0.30284602687635576,142,0.6834661960601807,1,781,781,DenseNet,0.755,0.7947416646578608,EGP
343,143,0.974582939790196,0.6358037037717392,143,0.7223880290985107,1,469,469,DenseNet,0.755,0.8685624487732091,EGP
344,144,0.8210648719122328,0.5256556893668477,144,0.7092456817626953,1,613,877,DenseNet,0.755,0.9210700659449217,EGP
345,145,0.9880493946953086,0.4722733841294414,145,0.6128420829772949,1,89,89,DenseNet,0.755,0.8483331279403823,EGP
346,146,0.8455623952194793,0.5250721450555167,146,0.6119790077209473,1,133,133,DenseNet,0.755,0.9329920867239028,EGP
347,147,0.537230072096275,1.2583892420409384,147,0.7175571918487549,1,723,919,DenseNet,0.755,1.0,EGP
348,148,0.7469657589080279,0.14254182262018328,148,0.5132284164428711,1,508,681,DenseNet,0.755,0.907328351544328,EGP
349,149,0.8164186554603717,0.2720776799631963,149,0.5123124122619629,1,669,669,DenseNet,0.755,0.9092319891951225,EGP
350,150,0.8424982383805378,0.15232721393717724,150,0.7124714851379395,1,960,967,DenseNet,0.755,0.8162148130095406,EGP
351,151,0.9909560403001165,0.8235654848129126,151,0.6204814910888672,1,731,731,DenseNet,0.755,0.8820219798499418,EGP
352,152,0.9609213846904097,0.60172269540936,152,0.6055762767791748,1,336,336,DenseNet,0.755,0.8960759123123414,EGP
353,153,0.9691790702075066,0.6108853856134613,153,0.616746187210083,1,761,590,DenseNet,0.755,0.8914452644970913,EGP
354,154,0.868696315606077,0.16125212843367023,154,0.6156487464904785,1,699,699,DenseNet,0.755,0.8295526876827595,EGP
355,155,0.9642856571961108,0.15186175429154647,155,0.609053373336792,1,220,220,DenseNet,0.755,0.7810592666406332,EGP
356,156,0.9546251252931589,0.10241429061192944,156,0.6137638092041016,1,57,57,DenseNet,0.755,0.7723500577053775,EGP
357,157,0.9459208350666946,0.7665412316818703,157,0.6132490634918213,1,389,389,DenseNet,0.755,0.9045395824666527,EGP
358,158,0.7916081998705621,0.023637903657160966,158,0.6223635673522949,1,693,256,DenseNet,0.755,0.8320144841409355,EGP
359,159,0.7203518429601866,0.36763602965096936,159,0.6041562557220459,1,673,673,DenseNet,0.755,0.9408699434822309,EGP
360,160,0.962632726317119,0.18703941785567527,160,0.6124801635742188,1,86,86,DenseNet,0.755,0.7898234504118047,EGP
361,161,0.8839369426360723,0.7390286452543446,161,0.6127712726593018,1,401,401,DenseNet,0.755,0.9355315286819639,EGP
362,162,0.9421595284176828,0.31796478987084215,162,0.6150579452514648,1,311,311,DenseNet,0.755,0.832146946946003,EGP
363,163,0.9179979104492184,0.23280130723005282,163,0.6131579875946045,1,551,551,DenseNet,0.755,0.8234118746842529,EGP
364,164,0.9348695297838135,0.021867750522534125,164,0.6123223304748535,1,612,612,DenseNet,0.755,0.7624515901200134,EGP
365,165,0.9475755040119047,0.8784720853721852,165,0.5678198337554932,1,901,696,DenseNet,0.755,0.9037122479940476,EGP
366,166,0.7192255507495423,0.32262578076012866,166,0.6083338260650635,1,706,706,DenseNet,0.755,0.9285729886737664,EGP
367,167,0.8250002907847376,0.6543341118469833,167,0.6688508987426758,1,956,956,DenseNet,0.755,0.961370657883708,EGP
368,168,0.9777495053414613,0.31571398596155553,168,0.5595550537109375,1,722,722,DenseNet,0.755,0.8276649803919238,EGP
369,169,0.9919676260803831,0.04302635702018096,169,0.6617484092712402,1,314,314,DenseNet,0.755,0.7268356738970436,EGP
370,170,0.8923020436355673,0.027188416900904986,170,0.6123530864715576,1,414,748,DenseNet,0.755,0.7850578107895532,EGP
371,171,0.8038534516907736,0.46746109750296794,171,0.6132209300994873,1,958,958,DenseNet,0.755,0.9391333160054833,EGP
372,172,0.7594332466850267,0.6729962301790215,172,0.6133570671081543,1,394,394,DenseNet,0.755,0.9977833766574866,EGP
373,173,0.86071391744314,0.3547118062091932,173,0.585176944732666,1,409,409,DenseNet,0.755,0.8895267566475618,EGP
374,174,0.9086427841566331,0.7239485497160072,174,0.636401891708374,1,33,33,DenseNet,0.755,0.9231786079216835,EGP
375,175,0.8438238552039872,0.1674612459099287,175,0.6176564693450928,1,512,512,DenseNet,0.755,0.8430392665392155,EGP
376,176,0.8568970836158583,0.4734368306687393,176,0.6135718822479248,1,101,101,DenseNet,0.755,0.9140176952972745,EGP
377,177,0.6133324514109082,0.9541876258625798,177,0.6130473613739014,1,917,917,DenseNet,0.755,1.0,EGP
378,178,0.8754091145329542,0.49368345018359205,178,0.6141281127929688,1,105,105,DenseNet,0.755,0.9096842770811787,EGP
379,179,0.9112616249020721,0.17569233139256243,179,0.6181356906890869,1,573,573,DenseNet,0.755,0.8112583477248329,EGP
380,180,0.866740658338778,0.22808347336142681,180,0.616635799407959,1,20,20,DenseNet,0.755,0.8469915893189779,EGP
381,181,0.9292816937419505,0.15721367715469822,181,0.6060009002685547,1,139,139,DenseNet,0.755,0.8006623473505606,EGP
382,182,0.7956744880567928,1.6290167876004684,182,0.6121923923492432,1,401,593,DenseNet,0.755,0.9796627559716036,EGP
383,183,0.7675460485964563,0.42581673102361695,183,0.6154427528381348,1,787,787,DenseNet,0.755,0.9463204702481425,EGP
384,184,0.9090115182065764,1.0289289247451376,184,0.6150789260864258,1,696,629,DenseNet,0.755,0.9229942408967118,EGP
385,185,0.8257077901813784,0.45750619278953686,185,0.610846996307373,1,162,162,DenseNet,0.755,0.9263109040298517,EGP
386,186,0.7942330488336742,0.06375686193581145,186,0.6118881702423096,1,107,107,DenseNet,0.755,0.8433506485065383,EGP
387,187,0.6857039699601523,0.40345950770816164,187,0.6154558658599854,1,994,994,DenseNet,0.755,0.947000910462044,EGP
388,188,0.8757659992829903,0.5779061238914431,188,0.8197307586669922,1,163,163,DenseNet,0.755,0.8791608416646176,EGP
389,189,0.8923967872464337,0.07271651220011037,189,0.5768239498138428,1,982,578,DenseNet,0.755,0.8052747469733501,EGP
390,190,0.9305767859633257,0.6580335618617223,190,0.6543772220611572,1,962,962,DenseNet,0.755,0.9122116070183371,EGP
391,191,0.8998321001174601,0.18246203465749444,191,0.6104154586791992,1,493,492,DenseNet,0.755,0.8205955939358438,EGP
392,192,0.9380610766365802,0.06685633613056571,192,0.612555980682373,1,175,184,DenseNet,0.755,0.7720445505437581,EGP
393,193,0.9054789715282373,0.23607934223139085,193,0.6134402751922607,1,959,925,DenseNet,0.755,0.8304202809956639,EGP
394,194,0.7966624297053729,0.42484580038877856,194,0.5080685615539551,1,220,220,DenseNet,0.755,0.9583630948560193,EGP
395,195,0.8992445515436053,0.1765601076936821,195,0.7302608489990234,1,804,804,DenseNet,0.755,0.7894525389018621,EGP
396,196,0.9833428979793862,0.08004586633154168,196,0.6106662750244141,1,588,588,DenseNet,0.755,0.7531734488370888,EGP
397,197,0.9074631800145423,0.4809175531823724,197,0.6074268817901611,1,668,668,DenseNet,0.755,0.8921410778407817,EGP
398,198,0.8830679702526665,0.3931824109620782,198,0.610318660736084,1,676,676,DenseNet,0.755,0.8816819524301653,EGP
399,199,0.9485499698387626,0.268130957972157,199,0.624159574508667,1,595,595,DenseNet,0.755,0.8142178609464912,EGP
400,0,0.6900994164060156,0.8152503093933186,0,0.6108596324920654,1,207,207,DenseNet,0.755,1.0,AGP
401,1,0.9602571755729531,0.07915827478935802,1,0.5676453113555908,1,721,721,DenseNet,0.755,0.7752496530719653,AGP
402,2,0.9957099990428356,0.22629186629073877,2,0.5438849925994873,1,123,123,DenseNet,0.755,0.8002467189013951,AGP
403,3,0.8579464512978547,0.13626591082446463,3,0.5316731929779053,1,408,408,DenseNet,0.755,0.8496749538127124,AGP
404,4,0.9137107743146797,1.5496422660578482,4,0.5607085227966309,1,444,444,DenseNet,0.755,0.9206446128426602,AGP
405,5,0.9867721282851748,0.8518663352214098,5,0.5208790302276611,1,157,157,DenseNet,0.755,0.8841139358574126,AGP
406,6,0.961422557792902,0.004470272459750224,6,0.631709098815918,1,871,871,DenseNet,0.755,0.7399790145145071,AGP
407,7,0.8018091198166097,0.4141749430860221,7,0.49230194091796875,1,919,919,DenseNet,0.755,0.9570636906337084,AGP
408,8,0.8472441125663186,0.429579607921738,8,0.5274662971496582,1,862,862,DenseNet,0.755,0.9294062714098607,AGP
409,9,0.9976605441715192,0.15266354441894778,9,0.5736377239227295,1,803,609,DenseNet,0.755,0.7734261830382949,AGP
410,10,0.810539294454841,0.17058073345609126,10,0.5683434009552002,1,504,504,DenseNet,0.755,0.8727896858978023,AGP
411,11,0.8019900452266098,0.2593385641931244,11,0.5507104396820068,1,604,604,DenseNet,0.755,0.9036620085144744,AGP
412,12,0.5494799093800811,0.14614188362525307,12,0.5693867206573486,1,583,682,DenseNet,0.755,0.8941887907419761,AGP
413,13,0.9735201863475256,0.0580385577503506,13,0.5319118499755859,1,641,641,DenseNet,0.755,0.7722715837699283,AGP
414,14,0.732871377412146,0.05687692310401737,14,0.5518858432769775,1,441,441,DenseNet,0.755,0.8762477699567599,AGP
415,15,0.9973761184978833,0.21328646225088188,15,0.5745429992675781,1,853,853,DenseNet,0.755,0.7884978064968843,AGP
416,16,0.7127223323111429,1.552480658791608,16,0.5803494453430176,1,354,354,DenseNet,0.755,1.0,AGP
417,17,0.9806074625491156,0.08597293932781673,17,0.6119513511657715,1,52,52,DenseNet,0.755,0.7557016657659535,AGP
418,18,0.7511411465786264,0.10258954694774886,18,0.5793635845184326,1,634,634,DenseNet,0.755,0.8808064906073291,AGP
419,19,0.9840072140260441,0.7826389852595592,19,0.621025562286377,1,39,39,DenseNet,0.755,0.8854963929869779,AGP
420,20,0.913849127994942,0.10283406131678025,20,0.5862953662872314,1,435,876,DenseNet,0.755,0.7997101097599162,AGP
421,21,0.7855206333737548,0.2944339037879746,21,0.5728530883789062,1,282,282,DenseNet,0.755,0.9151348871653897,AGP
422,22,0.9260765611791545,0.2865469642123273,22,0.541583776473999,1,156,156,DenseNet,0.755,0.8507025163450048,AGP
423,23,0.7208491723970042,0.017031501404329547,23,0.5519294738769531,1,18,18,DenseNet,0.755,0.8662755068818441,AGP
424,24,0.8744273384909931,0.1294197183346879,24,0.5488388538360596,1,676,676,DenseNet,0.755,0.8354315468791605,AGP
425,25,0.8526829533351726,0.4077232973558972,25,0.5517802238464355,1,469,469,DenseNet,0.755,0.9151442917097791,AGP
426,26,0.9897150768952587,0.04704941405686533,26,0.541170597076416,1,327,116,DenseNet,0.755,0.759112165797483,AGP
427,27,0.8126664951408331,0.4721517926419645,27,0.5845396518707275,1,101,386,DenseNet,0.755,0.9430697876223927,AGP
428,28,0.8072981975395532,0.007495178487686446,28,0.5768754482269287,1,960,928,DenseNet,0.755,0.8315058337954129,AGP
429,29,0.9547269482865623,0.02037515267633299,29,0.5659148693084717,1,455,455,DenseNet,0.755,0.7637515966986841,AGP
430,30,0.6199264487043543,0.39966216606297117,30,0.5555453300476074,1,538,884,DenseNet,0.755,0.9610292090038409,AGP
431,31,0.9946729820706182,0.17993831522944762,31,0.5786726474761963,1,340,340,DenseNet,0.755,0.7804799259030037,AGP
432,32,0.9703209568070299,0.7476238116783118,32,0.5647242069244385,1,485,485,DenseNet,0.755,0.8923395215964851,AGP
433,33,0.7721077407068663,0.27873281300681835,33,0.5119607448577881,1,312,311,DenseNet,0.755,0.9331391466838244,AGP
434,34,0.9507734343662643,0.43984487331325484,34,0.5672581195831299,1,827,827,DenseNet,0.755,0.8702599712493991,AGP
435,35,0.7567250004197807,0.04308173020996439,35,0.5734291076660156,1,889,889,DenseNet,0.755,0.8665506554260969,AGP
436,36,0.8719716554855363,0.2074221274121375,36,0.6004066467285156,1,888,873,DenseNet,0.755,0.8432680424281374,AGP
437,37,0.9453287003167604,0.11888857402718413,37,0.5606882572174072,1,207,207,DenseNet,0.755,0.794385729044064,AGP
438,38,0.9776846730918778,0.4593785395701607,38,0.5706052780151367,1,184,184,DenseNet,0.755,0.8608509788428171,AGP
439,39,0.9116126154482961,1.0677277405777903,39,0.5344274044036865,1,449,449,DenseNet,0.755,0.921693692275852,AGP
440,40,0.9539195768298949,0.6309049850234106,40,0.5359206199645996,1,876,876,DenseNet,0.755,0.9005402115850525,AGP
441,41,0.9849204840255755,0.22250242588308694,41,0.5307917594909668,1,604,604,DenseNet,0.755,0.8079674245852423,AGP
442,42,0.8699593315701574,0.24364122073190364,42,0.5315361022949219,1,180,180,DenseNet,0.755,0.8705466138241668,AGP
443,43,0.8486509116475296,1.2530845714894998,43,0.5276837348937988,1,904,70,DenseNet,0.755,0.9531745441762352,AGP
444,44,0.5409469052101197,1.0750664214290857,44,0.520172119140625,1,80,80,DenseNet,0.755,1.0,AGP
445,45,0.9287590009719715,0.050432722711794394,45,0.6496503353118896,1,198,197,DenseNet,0.755,0.7633160963639904,AGP
446,46,0.8708794613088173,0.07480880224326186,46,0.5322978496551514,1,576,576,DenseNet,0.755,0.827688007492619,AGP
447,47,0.8172780590454689,2.0,47,0.5514249801635742,1,316,316,DenseNet,0.755,0.9688609704772655,AGP
448,48,0.8465969677704003,0.14554535772825355,48,0.5130305290222168,1,720,720,DenseNet,0.755,0.862330223291309,AGP
449,49,0.8909765948670484,0.23614987005359128,49,0.5634522438049316,1,694,694,DenseNet,0.755,0.8501861091286407,AGP
